관중통계(전체현황),,,,,,,,,,,,
"선택항목 : 단체 : K LEAGUE,KBO  리그 : K LEAGUE 1  시즌 : 2017,2018,2019,2020,2021  시즌구분  : RL  팀 : FC 서울,전북 현대,대구 FC,울산 현대,수원 삼성,두산,LG,롯데, SSG,NC  구단구분 : HOME     요일 : 전체   undefined :  undefined :",,,,,,,,,,,,
단체,리그,시즌,연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,27,토,FC 서울,인천 Utd,서울월드컵경기장,구름많음,29.6℃,0
KBO,정규리그,2020 시즌,2020,06,27,토,두산,NC,서울 잠실 야구장,구름많음,29.6℃,0
KBO,정규리그,2020 시즌,2020,06,27,토,롯데,삼성,부산 사직 야구장,구름많음,27.9℃,0
KBO,정규리그,2020 시즌,2020,06,26,금,두산,NC,서울 잠실 야구장,비,25.7℃,0
KBO,정규리그,2020 시즌,2020,06,26,금,롯데,삼성,부산 사직 야구장,구름조금,28.2℃,0
KBO,정규리그,2020 시즌,2020,06,25,목,LG,키움히어로즈,서울 잠실 야구장,비,23.4℃,0
KBO,정규리그,2020 시즌,2020,06,25,목,LG,키움히어로즈,서울 잠실 야구장,비,23.4℃,0
KBO,정규리그,2020 시즌,2020,06,23,화,LG,키움히어로즈,서울 잠실 야구장,구름많음,31℃,0
KBO,정규리그,2020 시즌,2020,06,23,화,롯데,KIA,부산 사직 야구장,구름조금,29℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,21,일,대구 FC,수원 삼성,DGB대구은행파크,맑음,27.2℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,21,일,전북 현대,광주 FC,전주월드컵경기장,구름조금,31.6℃,0
KBO,정규리그,2020 시즌,2020,06,21,일,NC,한화,창원NC파크,구름조금,29.8℃,0
KBO,정규리그,2020 시즌,2020,06,21,일,LG,두산,서울 잠실 야구장,맑음,32.7℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,20,토,FC 서울,울산 현대,서울월드컵경기장,맑음,29.7℃,0
KBO,정규리그,2020 시즌,2020,06,20,토,LG,두산,서울 잠실 야구장,맑음,29.7℃,0
KBO,정규리그,2020 시즌,2020,06,20,토,NC,한화,창원NC파크,구름많음,28.1℃,0
KBO,정규리그,2020 시즌,2020,06,19,금,NC,한화,창원NC파크,비,28.7℃,0
KBO,정규리그,2020 시즌,2020,06,19,금,LG,두산,서울 잠실 야구장,비,30℃,0
KBO,정규리그,2020 시즌,2020,06,18,목,두산,삼성,서울 잠실 야구장,흐림,27.3℃,0
KBO,정규리그,2020 시즌,2020,06,17,수,두산,삼성,서울 잠실 야구장,구름많음,30.3℃,0
KBO,정규리그,2020 시즌,2020,06,16,화,두산,삼성,서울 잠실 야구장,구름많음,30.7℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,14,일,대구 FC,FC 서울,DGB대구은행파크,비,30.5℃,0
KBO,정규리그,2020 시즌,2020,06,14,일,NC,키움히어로즈,창원NC파크,비,29.9℃,0
KBO,정규리그,2020 시즌,2020,06,14,일,LG,롯데,서울 잠실 야구장,비,28.8℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,13,토,수원 삼성,강원 FC,수원월드컵경기장,비,32.4℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,13,토,울산 현대,성남 FC,울산문수축구경기장,비,27.7℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,13,토,전북 현대,인천 Utd,전주월드컵경기장,비,29.2℃,0
KBO,정규리그,2020 시즌,2020,06,13,토,LG,롯데,서울 잠실 야구장,구름조금,33.5℃,0
KBO,정규리그,2020 시즌,2020,06,13,토,NC,키움히어로즈,창원NC파크,비,28.4℃,0
KBO,정규리그,2020 시즌,2020,06,12,금,NC,키움히어로즈,창원NC파크,비,30.8℃,0
KBO,정규리그,2020 시즌,2020,06,12,금,LG,롯데,서울 잠실 야구장,흐림,27.6℃,0
KBO,정규리그,2020 시즌,2020,06,11,목,LG,SK,서울 잠실 야구장,구름많음,31.6℃,0
KBO,정규리그,2020 시즌,2020,06,11,목,롯데,한화,부산 사직 야구장,비,25.9℃,0
KBO,정규리그,2020 시즌,2020,06,11,목,LG,SK,서울 잠실 야구장,구름많음,31.6℃,0
KBO,정규리그,2020 시즌,2020,06,11,목,NC,두산,창원NC파크,비,30.8℃,0
KBO,정규리그,2020 시즌,2020,06,10,수,NC,두산,창원NC파크,구름많음,35.1℃,0
KBO,정규리그,2020 시즌,2020,06,10,수,롯데,한화,부산 사직 야구장,구름조금,28.9℃,0
KBO,정규리그,2020 시즌,2020,06,09,화,LG,SK,서울 잠실 야구장,구름조금,32.8℃,0
KBO,정규리그,2020 시즌,2020,06,09,화,롯데,한화,부산 사직 야구장,맑음,29.4℃,0
KBO,정규리그,2020 시즌,2020,06,09,화,NC,두산,창원NC파크,맑음,34.3℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,07,일,수원 삼성,광주 FC,수원월드컵경기장,구름조금,28.4℃,0
KBO,정규리그,2020 시즌,2020,06,07,일,롯데,KT,부산 사직 야구장,맑음,24.6℃,0
KBO,정규리그,2020 시즌,2020,06,07,일,두산,KIA,서울 잠실 야구장,구름조금,29.2℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,06,토,FC 서울,전북 현대,서울월드컵경기장,맑음,30.9℃,0
KBO,정규리그,2020 시즌,2020,06,06,토,롯데,KT,부산 사직 야구장,구름많음,26.6℃,0
KBO,정규리그,2020 시즌,2020,06,06,토,두산,KIA,서울 잠실 야구장,맑음,30.9℃,0
KBO,정규리그,2020 시즌,2020,06,05,금,롯데,KT,부산 사직 야구장,구름많음,27℃,0
KBO,정규리그,2020 시즌,2020,06,05,금,두산,KIA,서울 잠실 야구장,구름조금,28.7℃,0
KBO,정규리그,2020 시즌,2020,06,04,목,LG,삼성,서울 잠실 야구장,비,26.5℃,0
KBO,정규리그,2020 시즌,2020,06,04,목,NC,SK,창원NC파크,맑음,34.2℃,0
KBO,정규리그,2020 시즌,2020,06,03,수,LG,삼성,서울 잠실 야구장,구름많음,28.4℃,0
KBO,정규리그,2020 시즌,2020,06,03,수,NC,SK,창원NC파크,구름많음,29.9℃,0
KBO,정규리그,2020 시즌,2020,06,02,화,LG,삼성,서울 잠실 야구장,비,21.8℃,0
KBO,정규리그,2020 시즌,2020,06,02,화,NC,SK,창원NC파크,구름많음,29.8℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,31,일,FC 서울,성남 FC,서울월드컵경기장,비,28℃,0
KBO,정규리그,2020 시즌,2020,05,31,일,두산,롯데,서울 잠실 야구장,비,28℃,0
KBO,정규리그,2020 시즌,2020,05,30,토,두산,롯데,서울 잠실 야구장,맑음,30℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,29,금,대구 FC,상주 상무,DGB대구은행파크,구름조금,28.9℃,0
KBO,정규리그,2020 시즌,2020,05,29,금,두산,롯데,서울 잠실 야구장,맑음,27.6℃,0
KBO,정규리그,2020 시즌,2020,05,28,목,NC,키움히어로즈,창원NC파크,맑음,28.5℃,0
KBO,정규리그,2020 시즌,2020,05,28,목,두산,SK,서울 잠실 야구장,구름조금,23.4℃,0
KBO,정규리그,2020 시즌,2020,05,28,목,롯데,삼성,부산 사직 야구장,맑음,25.1℃,0
KBO,정규리그,2020 시즌,2020,05,27,수,NC,키움히어로즈,창원NC파크,구름많음,27.1℃,0
KBO,정규리그,2020 시즌,2020,05,27,수,두산,SK,서울 잠실 야구장,맑음,23.9℃,0
KBO,정규리그,2020 시즌,2020,05,27,수,롯데,삼성,부산 사직 야구장,구름조금,26℃,0
KBO,정규리그,2020 시즌,2020,05,26,화,두산,SK,서울 잠실 야구장,비,22.9℃,0
KBO,정규리그,2020 시즌,2020,05,26,화,롯데,삼성,부산 사직 야구장,흐림,22.2℃,0
KBO,정규리그,2020 시즌,2020,05,26,화,NC,키움히어로즈,창원NC파크,흐림,26.5℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,24,일,전북 현대,대구 FC,전주월드컵경기장,비,21.9℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,24,일,울산 현대,부산 아이파크,울산문수축구경기장,구름많음,27.5℃,0
KBO,정규리그,2020 시즌,2020,05,24,일,LG,KT,서울 잠실 야구장,비,20.2℃,0
KBO,정규리그,2020 시즌,2020,05,24,일,NC,한화,창원NC파크,구름많음,26.3℃,0
KBO,정규리그,2020 시즌,2020,05,24,일,롯데,키움히어로즈,부산 사직 야구장,구름많음,22.5℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,23,토,수원 삼성,인천 Utd,수원월드컵경기장,구름많음,25.4℃,0
KBO,정규리그,2020 시즌,2020,05,23,토,NC,한화,창원NC파크,구름조금,26.9℃,0
KBO,정규리그,2020 시즌,2020,05,23,토,LG,KT,서울 잠실 야구장,구름많음,25℃,0
KBO,정규리그,2020 시즌,2020,05,23,토,롯데,키움히어로즈,부산 사직 야구장,맑음,20.9℃,0
KBO,정규리그,2020 시즌,2020,05,22,금,LG,KT,서울 잠실 야구장,흐림,22.7℃,0
KBO,정규리그,2020 시즌,2020,05,22,금,롯데,키움히어로즈,부산 사직 야구장,구름조금,18.7℃,0
KBO,정규리그,2020 시즌,2020,05,22,금,NC,한화,창원NC파크,구름조금,24.2℃,0
KBO,정규리그,2020 시즌,2020,05,21,목,두산,NC,서울 잠실 야구장,구름조금,22.9℃,0
KBO,정규리그,2020 시즌,2020,05,20,수,두산,NC,서울 잠실 야구장,구름많음,20.1℃,0
KBO,정규리그,2020 시즌,2020,05,19,화,두산,NC,서울 잠실 야구장,비,17.1℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,17,일,FC 서울,광주 FC,서울월드컵경기장,구름많음,24.9℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,17,일,수원 삼성,울산 현대,수원월드컵경기장,비,25.7℃,0
KBO,정규리그,2020 시즌,2020,05,17,일,LG,키움히어로즈,서울 잠실 야구장,구름많음,24.9℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,16,토,대구 FC,포항 스틸러스,DGB대구은행파크,비,26.6℃,0
KBO,정규리그,2020 시즌,2020,05,16,토,LG,키움히어로즈,서울 잠실 야구장,비,20.3℃,0
KBO,정규리그,2020 시즌,2020,05,16,토,LG,키움히어로즈,서울 잠실 야구장,비,20.3℃,0
KBO,정규리그,2020 시즌,2020,05,14,목,NC,KT,창원NC파크,구름많음,26.5℃,0
KBO,정규리그,2020 시즌,2020,05,14,목,롯데,두산,부산 사직 야구장,구름많음,25.4℃,0
KBO,정규리그,2020 시즌,2020,05,14,목,LG,SK,서울 잠실 야구장,흐림,25.4℃,0
KBO,정규리그,2020 시즌,2020,05,13,수,NC,KT,창원NC파크,맑음,25.5℃,0
KBO,정규리그,2020 시즌,2020,05,13,수,롯데,두산,부산 사직 야구장,맑음,22.8℃,0
KBO,정규리그,2020 시즌,2020,05,13,수,LG,SK,서울 잠실 야구장,맑음,21.8℃,0
KBO,정규리그,2020 시즌,2020,05,12,화,LG,SK,서울 잠실 야구장,비,18.9℃,0
KBO,정규리그,2020 시즌,2020,05,12,화,롯데,두산,부산 사직 야구장,맑음,21.4℃,0
KBO,정규리그,2020 시즌,2020,05,12,화,NC,KT,창원NC파크,맑음,25.5℃,0
KBO,정규리그,2020 시즌,2020,05,10,일,NC,LG,창원NC파크,구름많음,25.8℃,0
KBO,정규리그,2020 시즌,2020,05,10,일,두산,KT,서울 잠실 야구장,비,16.6℃,0
KBO,정규리그,2020 시즌,2020,05,10,일,롯데,SK,부산 사직 야구장,구름많음,20.6℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,09,토,울산 현대,상주 상무,울산문수축구경기장,비,19.5℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,05,08,금,전북 현대,수원 삼성,전주월드컵경기장,비,25.6℃,0
KBO,정규리그,2020 시즌,2020,05,08,금,롯데,SK,부산 사직 야구장,구름많음,21.1℃,0
KBO,정규리그,2020 시즌,2020,05,08,금,NC,LG,창원NC파크,비,23℃,0
KBO,정규리그,2020 시즌,2020,05,08,금,두산,KT,서울 잠실 야구장,비,27.3℃,0
KBO,정규리그,2020 시즌,2020,05,07,목,LG,두산,서울 잠실 야구장,구름많음,26.5℃,0
KBO,정규리그,2020 시즌,2020,05,06,수,LG,두산,서울 잠실 야구장,맑음,27.6℃,0
KBO,정규리그,2020 시즌,2020,05,05,화,LG,두산,서울 잠실 야구장,구름조금,19.3℃,0
KLEAGUE,K LEAGUE 1,2019 시즌,2019,12,01,일,대구 FC,FC 서울,DGB대구은행파크,비,9℃,12037
KLEAGUE,K LEAGUE 1,2019 시즌,2019,12,01,일,전북 현대,강원 FC,전주월드컵경기장,비,7.5℃,10080
KLEAGUE,K LEAGUE 1,2019 시즌,2019,12,01,일,울산 현대,포항 스틸러스,울산 종합운동장,비,10.7℃,15401
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,23,토,울산 현대,전북 현대,울산 종합운동장,구름많음,18.4℃,19011
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,23,토,FC 서울,포항 스틸러스,서울월드컵경기장,구름많음,17.7℃,15548
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,03,일,대구 FC,전북 현대,DGB대구은행파크,구름많음,21.4℃,12117
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,03,일,FC 서울,울산 현대,서울월드컵경기장,구름조금,22.1℃,17812
KLEAGUE,K LEAGUE 1,2019 시즌,2019,11,02,토,수원 삼성,성남 FC,수원월드컵경기장,구름많음,18.8℃,4876
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,26,토,울산 현대,강원 FC,울산 종합운동장,구름많음,19.2℃,10519
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,26,토,전북 현대,FC 서울,전주월드컵경기장,구름조금,16.1℃,12142
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,20,일,대구 FC,울산 현대,DGB대구은행파크,구름조금,23℃,11022
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,20,일,전북 현대,포항 스틸러스,전주월드컵경기장,구름조금,23℃,10078
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,19,토,수원 삼성,경남 FC,수원월드컵경기장,맑음,22.2℃,3353
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,06,일,수원 삼성,FC 서울,수원월드컵경기장,구름많음,22℃,16241
KLEAGUE,K LEAGUE 1,2019 시즌,2019,10,02,수,울산 현대,강원 FC,울산 종합운동장,비,23.6℃,1568
KBO,정규리그,2019 시즌,2019,10,01,화,롯데,키움히어로즈,부산 사직 야구장,비,23.3℃,1842
KBO,정규리그,2019 시즌,2019,10,01,화,두산,NC,서울 잠실 야구장,구름많음,28.2℃,24081
KBO,정규리그,2019 시즌,2019,09,30,월,LG,롯데,서울 잠실 야구장,맑음,29.9℃,12042
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,29,일,FC 서울,상주 상무,서울월드컵경기장,맑음,28.6℃,12759
KBO,정규리그,2019 시즌,2019,09,29,일,롯데,키움히어로즈,부산 사직 야구장,구름조금,28.8℃,3331
KBO,정규리그,2019 시즌,2019,09,29,일,LG,두산,서울 잠실 야구장,맑음,28.6℃,25000
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,28,토,대구 FC,제주 Utd,DGB대구은행파크,비,26.8℃,11295
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,28,토,전북 현대,수원 삼성,전주월드컵경기장,구름많음,29℃,15838
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,28,토,울산 현대,성남 FC,울산 종합운동장,비,24℃,5082
KBO,정규리그,2019 시즌,2019,09,28,토,두산,한화,서울 잠실 야구장,구름조금,29.2℃,22513
KBO,정규리그,2019 시즌,2019,09,27,금,LG,NC,서울 잠실 야구장,흐림,27℃,19523
KBO,정규리그,2019 시즌,2019,09,26,목,NC,한화,창원NC파크,흐림,27.5℃,14039
KBO,정규리그,2019 시즌,2019,09,26,목,롯데,KIA,부산 사직 야구장,구름조금,27.8℃,2662
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,25,수,전북 현대,대구 FC,전주월드컵경기장,흐림,25℃,11238
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,25,수,FC 서울,경남 FC,서울월드컵경기장,구름많음,27.4℃,7719
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,25,수,수원 삼성,울산 현대,수원월드컵경기장,구름많음,26℃,4583
KBO,정규리그,2019 시즌,2019,09,25,수,NC,한화,창원NC파크,흐림,25℃,11238
KBO,정규리그,2019 시즌,2019,09,25,수,롯데,두산,부산 사직 야구장,구름조금,25.4℃,2960
KBO,정규리그,2019 시즌,2019,09,24,화,NC,두산,창원NC파크,구름조금,27.4℃,8198
KBO,정규리그,2019 시즌,2019,09,24,화,LG,삼성,서울 잠실 야구장,맑음,26.5℃,15115
KBO,정규리그,2019 시즌,2019,09,23,월,LG,한화,서울 잠실 야구장,구름조금,24.6℃,11775
KBO,정규리그,2019 시즌,2019,09,23,월,롯데,NC,부산 사직 야구장,비,20.7℃,1762
KBO,정규리그,2019 시즌,2019,09,22,일,두산,LG,서울 잠실 야구장,비,19.6℃,14596
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,21,토,수원 삼성,상주 상무,수원월드컵경기장,흐림,21.6℃,5066
KBO,정규리그,2019 시즌,2019,09,21,토,두산,KIA,서울 잠실 야구장,흐림,22.1℃,16912
KBO,정규리그,2019 시즌,2019,09,20,금,두산,KIA,서울 잠실 야구장,흐림,24.2℃,13147
KBO,정규리그,2019 시즌,2019,09,20,금,롯데,KT,부산 사직 야구장,비,26.5℃,3514
KBO,정규리그,2019 시즌,2019,09,19,목,NC,LG,창원NC파크,구름조금,26.5℃,8878
KBO,정규리그,2019 시즌,2019,09,16,월,두산,키움히어로즈,서울 잠실 야구장,구름조금,30.5℃,9298
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,15,일,FC 서울,인천 Utd,서울월드컵경기장,구름조금,30℃,13904
KBO,정규리그,2019 시즌,2019,09,15,일,LG,두산,서울 잠실 야구장,구름조금,30℃,18171
KBO,정규리그,2019 시즌,2019,09,15,일,NC,삼성,창원NC파크,구름많음,30.9℃,12163
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,14,토,전북 현대,상주 상무,전주월드컵경기장,구름많음,28.3℃,15745
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,14,토,대구 FC,포항 스틸러스,DGB대구은행파크,구름조금,28.9℃,12030
KBO,정규리그,2019 시즌,2019,09,14,토,NC,삼성,창원NC파크,구름조금,29.1℃,16496
KBO,정규리그,2019 시즌,2019,09,14,토,LG,KIA,서울 잠실 야구장,비,24.1℃,17406
KBO,정규리그,2019 시즌,2019,09,13,금,두산,KIA,서울 잠실 야구장,비,29.3℃,12415
KBO,정규리그,2019 시즌,2019,09,13,금,롯데,SK,부산 사직 야구장,구름조금,27.4℃,4074
KBO,정규리그,2019 시즌,2019,09,12,목,롯데,SK,부산 사직 야구장,비,23.6℃,3792
KBO,정규리그,2019 시즌,2019,09,12,목,두산,KIA,서울 잠실 야구장,비,22.9℃,12267
KBO,정규리그,2019 시즌,2019,09,11,수,두산,NC,서울 잠실 야구장,비,28.7℃,8618
KBO,정규리그,2019 시즌,2019,09,11,수,롯데,KIA,부산 사직 야구장,비,29.2℃,6434
KBO,정규리그,2019 시즌,2019,09,10,화,롯데,KIA,부산 사직 야구장,구름많음,29.2℃,4211
KBO,정규리그,2019 시즌,2019,09,08,일,LG,두산,서울 잠실 야구장,흐림,27.3℃,17675
KBO,정규리그,2019 시즌,2019,09,06,금,LG,롯데,서울 잠실 야구장,비,29.1℃,9837
KBO,정규리그,2019 시즌,2019,09,06,금,NC,한화,창원NC파크,비,29.4℃,7106
KBO,정규리그,2019 시즌,2019,09,05,목,NC,한화,창원NC파크,비,30.4℃,7666
KBO,정규리그,2019 시즌,2019,09,04,수,롯데,삼성,부산 사직 야구장,비,26.8℃,3551
KBO,정규리그,2019 시즌,2019,09,03,화,롯데,삼성,부산 사직 야구장,비,25.8℃,2390
KBO,정규리그,2019 시즌,2019,09,03,화,두산,키움히어로즈,서울 잠실 야구장,흐림,28℃,8566
KLEAGUE,K LEAGUE 1,2019 시즌,2019,09,01,일,FC 서울,전북 현대,서울월드컵경기장,구름많음,27.8℃,25333
KBO,정규리그,2019 시즌,2019,09,01,일,두산,삼성,서울 잠실 야구장,구름많음,27.8℃,14075
KBO,정규리그,2019 시즌,2019,09,01,일,NC,키움히어로즈,창원NC파크,비,26℃,11604
KBO,정규리그,2019 시즌,2019,08,31,토,두산,삼성,서울 잠실 야구장,맑음,28.9℃,18526
KBO,정규리그,2019 시즌,2019,08,31,토,NC,키움히어로즈,창원NC파크,구름조금,30.5℃,13285
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,30,금,수원 삼성,제주 Utd,수원월드컵경기장,구름조금,26.8℃,6515
KBO,정규리그,2019 시즌,2019,08,30,금,NC,KIA,창원NC파크,맑음,30℃,8067
KBO,정규리그,2019 시즌,2019,08,30,금,LG,한화,서울 잠실 야구장,비,27℃,11752
KBO,정규리그,2019 시즌,2019,08,29,목,NC,KIA,창원NC파크,흐림,24.5℃,5095
KBO,정규리그,2019 시즌,2019,08,28,수,두산,SK,서울 잠실 야구장,구름많음,30.2℃,10186
KBO,정규리그,2019 시즌,2019,08,28,수,롯데,LG,울산문수야구장,비,26.7℃,2962
KBO,정규리그,2019 시즌,2019,08,28,수,NC,KT,창원NC파크,비,27.2℃,7589
KBO,정규리그,2019 시즌,2019,08,27,화,두산,SK,서울 잠실 야구장,비,29.3℃,9204
KBO,정규리그,2019 시즌,2019,08,27,화,롯데,LG,울산문수야구장,비,24.1℃,2009
KBO,정규리그,2019 시즌,2019,08,27,화,NC,KT,창원NC파크,비,23.9℃,4438
KBO,정규리그,2019 시즌,2019,08,25,일,LG,KT,서울 잠실 야구장,구름조금,29.9℃,11273
KBO,정규리그,2019 시즌,2019,08,25,일,롯데,NC,부산 사직 야구장,구름많음,27.6℃,5591
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,24,토,전북 현대,성남 FC,전주월드컵경기장,구름조금,27.6℃,16576
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,24,토,대구 FC,강원 FC,DGB대구은행파크,구름많음,28.3℃,10534
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,24,토,울산 현대,상주 상무,울산 종합운동장,구름많음,28.2℃,7507
KBO,정규리그,2019 시즌,2019,08,24,토,롯데,NC,부산 사직 야구장,구름많음,28.3℃,11777
KBO,정규리그,2019 시즌,2019,08,24,토,LG,KT,서울 잠실 야구장,구름조금,27.3℃,14388
KBO,정규리그,2019 시즌,2019,08,23,금,LG,NC,서울 잠실 야구장,구름조금,30.5℃,8330
KBO,정규리그,2019 시즌,2019,08,22,목,LG,NC,서울 잠실 야구장,구름많음,31.4℃,6670
KBO,정규리그,2019 시즌,2019,08,21,수,LG,KIA,서울 잠실 야구장,비,30.4℃,11806
KBO,정규리그,2019 시즌,2019,08,20,화,LG,KIA,서울 잠실 야구장,구름조금,32.8℃,12490
KBO,정규리그,2019 시즌,2019,08,20,화,NC,두산,창원NC파크,구름많음,31.2℃,5535
KBO,정규리그,2019 시즌,2019,08,18,일,NC,SK,창원NC파크,구름조금,34.3℃,8594
KBO,정규리그,2019 시즌,2019,08,18,일,두산,롯데,서울 잠실 야구장,구름조금,30.7℃,11437
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,17,토,대구 FC,경남 FC,DGB대구은행파크,맑음,35.1℃,9590
KBO,정규리그,2019 시즌,2019,08,17,토,NC,SK,창원NC파크,맑음,34.6℃,10051
KBO,정규리그,2019 시즌,2019,08,17,토,두산,롯데,서울 잠실 야구장,구름조금,28.8℃,15215
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,16,금,전북 현대,울산 현대,전주월드컵경기장,비,29.2℃,18101
KBO,정규리그,2019 시즌,2019,08,16,금,두산,LG,서울 잠실 야구장,비,29.5℃,13162
KBO,정규리그,2019 시즌,2019,08,16,금,롯데,한화,부산 사직 야구장,구름조금,31.6℃,9189
KBO,정규리그,2019 시즌,2019,08,15,목,롯데,한화,부산 사직 야구장,비,28.5℃,4604
KBO,정규리그,2019 시즌,2019,08,14,수,LG,키움히어로즈,서울 잠실 야구장,구름조금,35.7℃,9092
KBO,정규리그,2019 시즌,2019,08,14,수,롯데,KT,부산 사직 야구장,비,33.3℃,4618
KBO,정규리그,2019 시즌,2019,08,13,화,LG,키움히어로즈,서울 잠실 야구장,비,35.3℃,7224
KBO,정규리그,2019 시즌,2019,08,13,화,롯데,KT,부산 사직 야구장,구름조금,35℃,7207
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,11,일,FC 서울,강원 FC,서울월드컵경기장,비,35.7℃,13858
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,11,일,울산 현대,대구 FC,울산 종합운동장,구름많음,31.3℃,12039
KBO,정규리그,2019 시즌,2019,08,11,일,NC,롯데,창원NC파크,구름많음,34.2℃,9235
KBO,정규리그,2019 시즌,2019,08,11,일,LG,SK,서울 잠실 야구장,비,35.7℃,8495
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,10,토,수원 삼성,인천 Utd,수원월드컵경기장,구름조금,36.3℃,8804
KBO,정규리그,2019 시즌,2019,08,10,토,NC,롯데,창원NC파크,구름조금,34.4℃,13038
KBO,정규리그,2019 시즌,2019,08,10,토,LG,SK,서울 잠실 야구장,구름조금,36.5℃,12450
KBO,정규리그,2019 시즌,2019,08,09,금,NC,LG,창원NC파크,구름많음,34.7℃,8661
KBO,정규리그,2019 시즌,2019,08,09,금,두산,KT,서울 잠실 야구장,구름조금,34.6℃,6126
KBO,정규리그,2019 시즌,2019,08,08,목,두산,KT,서울 잠실 야구장,구름많음,32.7℃,6334
KBO,정규리그,2019 시즌,2019,08,08,목,NC,LG,창원NC파크,흐림,34.1℃,7571
KBO,정규리그,2019 시즌,2019,08,07,수,두산,한화,서울 잠실 야구장,비,30.3℃,10137
KBO,정규리그,2019 시즌,2019,08,07,수,NC,삼성,창원NC파크,비,33.1℃,6752
KBO,정규리그,2019 시즌,2019,08,07,수,롯데,키움히어로즈,울산문수야구장,비,32.8℃,5070
KBO,정규리그,2019 시즌,2019,08,06,화,두산,한화,서울 잠실 야구장,구름많음,36.8℃,10934
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,04,일,수원 삼성,포항 스틸러스,수원월드컵경기장,구름조금,34℃,7475
KBO,정규리그,2019 시즌,2019,08,04,일,LG,삼성,서울 잠실 야구장,비,34.4℃,12408
KBO,정규리그,2019 시즌,2019,08,04,일,롯데,두산,부산 사직 야구장,맑음,32.2℃,5709
KBO,정규리그,2019 시즌,2019,08,03,토,롯데,두산,부산 사직 야구장,구름조금,32.7℃,8841
KBO,정규리그,2019 시즌,2019,08,03,토,LG,삼성,서울 잠실 야구장,비,36℃,18146
KLEAGUE,K LEAGUE 1,2019 시즌,2019,08,02,금,FC 서울,대구 FC,서울월드컵경기장,구름조금,33.1℃,16777
KBO,정규리그,2019 시즌,2019,08,01,목,LG,키움히어로즈,서울 잠실 야구장,비,30.1℃,10007
KBO,정규리그,2019 시즌,2019,08,01,목,NC,두산,창원NC파크,구름조금,35.4℃,7324
KLEAGUE,K LEAGUE 1,2019 시즌,2019,07,31,수,전북 현대,제주 Utd,전주월드컵경기장,구름조금,33.3℃,10044
