관중통계(전체현황),,,,,,,,,,,,
"선택항목 : 단체 : K LEAGUE,KBO  리그 : K LEAGUE 1  시즌 : 2017,2018,2019,2020,2021  시즌구분  : RL  팀 : FC 서울,전북 현대,대구 FC,울산 현대,수원 삼성,두산,LG,롯데, SSG,NC  구단구분 : HOME     요일 : 전체   undefined :  undefined :",,,,,,,,,,,,
단체,리그,시즌,연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수
KBO,정규리그,2020 시즌,2020,10,30,금,두산,키움히어로즈,서울 잠실 야구장,맑음,19.6℃,7216
KBO,정규리그,2020 시즌,2020,10,29,목,롯데,NC,부산 사직 야구장,구름조금,21.9℃,1515
KBO,정규리그,2020 시즌,2020,10,28,수,LG,한화,서울 잠실 야구장,구름조금,18.2℃,6775
KBO,정규리그,2020 시즌,2020,10,28,수,롯데,NC,부산 사직 야구장,구름조금,22.9℃,1204
KBO,정규리그,2020 시즌,2020,10,27,화,두산,한화,서울 잠실 야구장,맑음,19.4℃,3322
KBO,정규리그,2020 시즌,2020,10,27,화,롯데,SK,부산 사직 야구장,구름조금,22.9℃,1151
KBO,정규리그,2020 시즌,2020,10,27,화,NC,삼성,창원NC파크,구름조금,21.6℃,5528
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,25,일,울산 현대,전북 현대,울산문수축구경기장,맑음,20.6℃,6973
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,25,일,대구 FC,포항 스틸러스,DGB대구은행파크,구름조금,20.8℃,3030
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,24,토,FC 서울,강원 FC,서울월드컵경기장,맑음,14℃,2621
KBO,정규리그,2020 시즌,2020,10,24,토,NC,LG,창원NC파크,맑음,18.4℃,5528
KBO,정규리그,2020 시즌,2020,10,24,토,두산,롯데,서울 잠실 야구장,맑음,14℃,6813
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,23,금,수원 삼성,성남 FC,수원월드컵경기장,맑음,12.9℃,2583
KBO,정규리그,2020 시즌,2020,10,23,금,두산,키움히어로즈,서울 잠실 야구장,맑음,13.3℃,4533
KBO,정규리그,2020 시즌,2020,10,22,목,두산,KT,서울 잠실 야구장,구름조금,18.2℃,3074
KBO,정규리그,2020 시즌,2020,10,20,화,롯데,두산,부산 사직 야구장,맑음,22.6℃,1657
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,18,일,전북 현대,광주 FC,전주월드컵경기장,맑음,20.7℃,3598
KBO,정규리그,2020 시즌,2020,10,18,일,NC,롯데,창원NC파크,구름조금,21.5℃,4422
KBO,정규리그,2020 시즌,2020,10,18,일,LG,KIA,서울 잠실 야구장,맑음,20.2℃,6686
KBO,정규리그,2020 시즌,2020,10,17,토,LG,KIA,서울 잠실 야구장,맑음,18.6℃,6686
KBO,정규리그,2020 시즌,2020,10,17,토,NC,롯데,창원NC파크,구름조금,21.2℃,4403
KBO,정규리그,2020 시즌,2020,10,16,금,LG,KIA,서울 잠실 야구장,흐림,15.4℃,5490
KBO,정규리그,2020 시즌,2020,10,16,금,NC,롯데,창원NC파크,흐림,16.7℃,2693
KBO,정규리그,2020 시즌,2020,10,15,목,NC,KIA,창원NC파크,구름많음,21.6℃,1776
KBO,정규리그,2020 시즌,2020,10,15,목,롯데,LG,부산 사직 야구장,구름많음,23℃,1653
KBO,정규리그,2020 시즌,2020,10,15,목,두산,한화,서울 잠실 야구장,구름많음,18.5℃,2375
KBO,정규리그,2020 시즌,2020,10,14,수,NC,KIA,창원NC파크,구름많음,21.2℃,1685
KBO,정규리그,2020 시즌,2020,10,14,수,롯데,LG,부산 사직 야구장,구름조금,22.6℃,1266
KBO,정규리그,2020 시즌,2020,10,14,수,두산,한화,서울 잠실 야구장,구름많음,18℃,2698
KBO,정규리그,2020 시즌,2020,10,13,화,두산,한화,서울 잠실 야구장,구름조금,18.4℃,2806
KBO,정규리그,2020 시즌,2020,10,13,화,롯데,LG,부산 사직 야구장,구름조금,23.4℃,1316
KBO,정규리그,2020 시즌,2020,10,13,화,NC,KIA,창원NC파크,구름조금,21.6℃,1609
KBO,정규리그,2020 시즌,2020,10,11,일,LG,NC,서울 잠실 야구장,구름많음,20.8℃,0
KBO,정규리그,2020 시즌,2020,10,10,토,LG,NC,서울 잠실 야구장,구름조금,21.5℃,0
KBO,정규리그,2020 시즌,2020,10,10,토,LG,NC,서울 잠실 야구장,구름조금,21.5℃,0
KBO,정규리그,2020 시즌,2020,10,09,금,LG,NC,서울 잠실 야구장,구름조금,23.3℃,0
KBO,정규리그,2020 시즌,2020,10,08,목,LG,삼성,서울 잠실 야구장,맑음,23.1℃,0
KBO,정규리그,2020 시즌,2020,10,08,목,롯데,KT,부산 사직 야구장,구름조금,22.2℃,0
KBO,정규리그,2020 시즌,2020,10,07,수,LG,삼성,서울 잠실 야구장,구름조금,22℃,0
KBO,정규리그,2020 시즌,2020,10,07,수,롯데,KT,부산 사직 야구장,구름조금,23.1℃,0
KBO,정규리그,2020 시즌,2020,10,06,화,롯데,KT,부산 사직 야구장,구름조금,22.9℃,0
KBO,정규리그,2020 시즌,2020,10,06,화,LG,삼성,서울 잠실 야구장,맑음,19.7℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,04,일,FC 서울,부산 아이파크,서울월드컵경기장,구름많음,21.8℃,0
KBO,정규리그,2020 시즌,2020,10,04,일,롯데,한화,부산 사직 야구장,흐림,25.6℃,0
KBO,정규리그,2020 시즌,2020,10,04,일,두산,KIA,서울 잠실 야구장,구름많음,21.8℃,0
KBO,정규리그,2020 시즌,2020,10,04,일,NC,삼성,창원NC파크,비,22.9℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,03,토,전북 현대,포항 스틸러스,전주월드컵경기장,비,25.2℃,0
KBO,정규리그,2020 시즌,2020,10,03,토,두산,KIA,서울 잠실 야구장,흐림,23.2℃,0
KBO,정규리그,2020 시즌,2020,10,03,토,롯데,한화,부산 사직 야구장,흐림,25.9℃,0
KBO,정규리그,2020 시즌,2020,10,03,토,NC,삼성,창원NC파크,비,25.8℃,0
KBO,정규리그,2020 시즌,2020,10,03,토,NC,삼성,창원NC파크,비,25.8℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,02,금,울산 현대,상주 상무,울산문수축구경기장,구름조금,25.7℃,0
KBO,정규리그,2020 시즌,2020,10,02,금,롯데,한화,부산 사직 야구장,구름조금,24.5℃,0
KBO,정규리그,2020 시즌,2020,10,02,금,두산,KIA,서울 잠실 야구장,흐림,21.9℃,0
KBO,정규리그,2020 시즌,2020,10,02,금,NC,삼성,창원NC파크,구름많음,25.8℃,0
KBO,정규리그,2020 시즌,2020,10,01,목,NC,SK,창원NC파크,구름조금,25.1℃,0
KBO,정규리그,2020 시즌,2020,10,01,목,LG,롯데,서울 잠실 야구장,구름조금,23.6℃,0
KBO,정규리그,2020 시즌,2020,09,30,수,NC,SK,창원NC파크,구름조금,25.4℃,0
KBO,정규리그,2020 시즌,2020,09,30,수,LG,롯데,서울 잠실 야구장,비,25.7℃,0
KBO,정규리그,2020 시즌,2020,09,29,화,NC,SK,창원NC파크,구름조금,25.7℃,0
KBO,정규리그,2020 시즌,2020,09,29,화,LG,롯데,서울 잠실 야구장,구름많음,23.9℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,27,일,대구 FC,울산 현대,DGB대구은행파크,구름조금,24.3℃,0
KBO,정규리그,2020 시즌,2020,09,27,일,두산,키움히어로즈,서울 잠실 야구장,맑음,25.8℃,0
KBO,정규리그,2020 시즌,2020,09,27,일,두산,키움히어로즈,서울 잠실 야구장,맑음,25.8℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,26,토,수원 삼성,FC 서울,수원월드컵경기장,구름조금,24.9℃,0
KBO,정규리그,2020 시즌,2020,09,26,토,두산,키움히어로즈,서울 잠실 야구장,구름조금,24.8℃,0
KBO,정규리그,2020 시즌,2020,09,25,금,NC,LG,창원NC파크,구름많음,25.9℃,0
KBO,정규리그,2020 시즌,2020,09,25,금,두산,삼성,서울 잠실 야구장,구름조금,25.4℃,0
KBO,정규리그,2020 시즌,2020,09,24,목,NC,LG,창원NC파크,구름많음,24.3℃,0
KBO,정규리그,2020 시즌,2020,09,24,목,두산,삼성,서울 잠실 야구장,구름많음,25.4℃,0
KBO,정규리그,2020 시즌,2020,09,23,수,LG,SK,서울 잠실 야구장,흐림,23.8℃,0
KBO,정규리그,2020 시즌,2020,09,23,수,NC,삼성,창원NC파크,흐림,23.2℃,0
KBO,정규리그,2020 시즌,2020,09,23,수,롯데,KT,부산 사직 야구장,흐림,23.1℃,0
KBO,정규리그,2020 시즌,2020,09,22,화,롯데,KT,부산 사직 야구장,구름조금,23.5℃,0
KBO,정규리그,2020 시즌,2020,09,22,화,NC,삼성,창원NC파크,구름많음,22.6℃,0
KBO,정규리그,2020 시즌,2020,09,22,화,LG,SK,서울 잠실 야구장,구름조금,25.6℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,20,일,전북 현대,부산 아이파크,전주월드컵경기장,구름조금,25.3℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,20,일,FC 서울,대구 FC,서울월드컵경기장,맑음,24.9℃,0
KBO,정규리그,2020 시즌,2020,09,20,일,롯데,NC,부산 사직 야구장,맑음,26.6℃,0
KBO,정규리그,2020 시즌,2020,09,20,일,두산,LG,서울 잠실 야구장,맑음,24.9℃,0
KBO,정규리그,2020 시즌,2020,09,20,일,롯데,NC,부산 사직 야구장,맑음,26.6℃,0
KBO,정규리그,2020 시즌,2020,09,19,토,두산,LG,서울 잠실 야구장,비,26.2℃,0
KBO,정규리그,2020 시즌,2020,09,19,토,롯데,NC,부산 사직 야구장,구름조금,26.1℃,0
KBO,정규리그,2020 시즌,2020,09,18,금,LG,롯데,서울 잠실 야구장,구름조금,25.8℃,0
KBO,정규리그,2020 시즌,2020,09,17,목,LG,롯데,서울 잠실 야구장,흐림,23.6℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,16,수,수원 삼성,포항 스틸러스,수원월드컵경기장,흐림,25.4℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,16,수,대구 FC,성남 FC,DGB대구은행파크,비,23.7℃,0
KBO,정규리그,2020 시즌,2020,09,16,수,두산,NC,서울 잠실 야구장,비,24.9℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,15,화,전북 현대,울산 현대,전주월드컵경기장,비,29.2℃,0
KBO,정규리그,2020 시즌,2020,09,15,화,두산,NC,서울 잠실 야구장,구름많음,27.7℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,13,일,FC 서울,수원 삼성,서울월드컵경기장,구름조금,26.6℃,0
KBO,정규리그,2020 시즌,2020,09,13,일,LG,삼성,서울 잠실 야구장,구름조금,26.6℃,0
KBO,정규리그,2020 시즌,2020,09,13,일,NC,KIA,창원NC파크,비,24.6℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,12,토,울산 현대,대구 FC,울산문수축구경기장,비,22℃,0
KBO,정규리그,2020 시즌,2020,09,12,토,LG,삼성,서울 잠실 야구장,비,23.2℃,0
KBO,정규리그,2020 시즌,2020,09,12,토,NC,KIA,창원NC파크,비,22.3℃,0
KBO,정규리그,2020 시즌,2020,09,11,금,롯데,삼성,부산 사직 야구장,비,27.3℃,0
KBO,정규리그,2020 시즌,2020,09,11,금,NC,KT,창원NC파크,비,25.1℃,0
KBO,정규리그,2020 시즌,2020,09,11,금,LG,키움히어로즈,서울 잠실 야구장,비,27.1℃,0
KBO,정규리그,2020 시즌,2020,09,10,목,롯데,삼성,부산 사직 야구장,구름많음,27.1℃,0
KBO,정규리그,2020 시즌,2020,09,10,목,NC,KT,창원NC파크,비,27.2℃,0
KBO,정규리그,2020 시즌,2020,09,10,목,LG,키움히어로즈,서울 잠실 야구장,비,27℃,0
KBO,정규리그,2020 시즌,2020,09,09,수,NC,롯데,창원NC파크,비,25.8℃,0
KBO,정규리그,2020 시즌,2020,09,09,수,두산,KT,서울 잠실 야구장,비,25.3℃,0
KBO,정규리그,2020 시즌,2020,09,08,화,두산,KT,서울 잠실 야구장,구름조금,26.5℃,0
KBO,정규리그,2020 시즌,2020,09,08,화,NC,롯데,창원NC파크,비,29.1℃,0
KBO,정규리그,2020 시즌,2020,09,07,월,롯데,LG,부산 사직 야구장,비,24.1℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,06,일,울산 현대,광주 FC,울산문수축구경기장,비,20.9℃,0
KBO,정규리그,2020 시즌,2020,09,06,일,롯데,LG,부산 사직 야구장,비,22℃,0
KBO,정규리그,2020 시즌,2020,09,06,일,두산,SK,서울 잠실 야구장,비,24.4℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,05,토,FC 서울,부산 아이파크,서울월드컵경기장,흐림,27.3℃,0
KBO,정규리그,2020 시즌,2020,09,05,토,두산,SK,서울 잠실 야구장,흐림,27.3℃,0
KBO,정규리그,2020 시즌,2020,09,04,금,롯데,KIA,부산 사직 야구장,맑음,27.9℃,0
KBO,정규리그,2020 시즌,2020,09,04,금,롯데,KIA,부산 사직 야구장,맑음,27.9℃,0
KBO,정규리그,2020 시즌,2020,09,04,금,LG,NC,서울 잠실 야구장,맑음,27.5℃,0
KBO,정규리그,2020 시즌,2020,09,03,목,LG,NC,서울 잠실 야구장,비,25.6℃,0
KBO,정규리그,2020 시즌,2020,09,03,목,롯데,KIA,부산 사직 야구장,비,29.3℃,0
KBO,정규리그,2020 시즌,2020,09,01,화,두산,한화,서울 잠실 야구장,흐림,29.5℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,30,일,울산 현대,FC 서울,울산문수축구경기장,구름많음,33℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,30,일,대구 FC,광주 FC,DGB대구은행파크,비,34.9℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,30,일,전북 현대,강원 FC,전주월드컵경기장,구름많음,32.4℃,0
KBO,정규리그,2020 시즌,2020,08,30,일,LG,두산,서울 잠실 야구장,비,30.6℃,0
KBO,정규리그,2020 시즌,2020,08,30,일,롯데,한화,부산 사직 야구장,구름조금,33.1℃,0
KBO,정규리그,2020 시즌,2020,08,30,일,NC,SK,창원NC파크,구름많음,32.6℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,29,토,수원 삼성,부산 아이파크,수원월드컵경기장,비,28.9℃,0
KBO,정규리그,2020 시즌,2020,08,29,토,LG,두산,서울 잠실 야구장,비,29℃,0
KBO,정규리그,2020 시즌,2020,08,29,토,롯데,한화,부산 사직 야구장,비,31.4℃,0
KBO,정규리그,2020 시즌,2020,08,29,토,NC,SK,창원NC파크,비,31.2℃,0
KBO,정규리그,2020 시즌,2020,08,28,금,롯데,키움히어로즈,부산 사직 야구장,비,31.3℃,0
KBO,정규리그,2020 시즌,2020,08,28,금,LG,KT,서울 잠실 야구장,비,29.7℃,0
KBO,정규리그,2020 시즌,2020,08,28,금,NC,두산,창원NC파크,비,31.1℃,0
KBO,정규리그,2020 시즌,2020,08,27,목,LG,KT,서울 잠실 야구장,비,28.6℃,0
KBO,정규리그,2020 시즌,2020,08,27,목,롯데,키움히어로즈,부산 사직 야구장,비,28.5℃,0
KBO,정규리그,2020 시즌,2020,08,27,목,NC,두산,창원NC파크,비,31.5℃,0
KBO,정규리그,2020 시즌,2020,08,26,수,NC,한화,창원NC파크,비,31.8℃,0
KBO,정규리그,2020 시즌,2020,08,26,수,롯데,SK,부산 사직 야구장,흐림,31.2℃,0
KBO,정규리그,2020 시즌,2020,08,26,수,두산,KIA,서울 잠실 야구장,비,34.5℃,0
KBO,정규리그,2020 시즌,2020,08,25,화,롯데,SK,부산 사직 야구장,구름조금,32.8℃,0
KBO,정규리그,2020 시즌,2020,08,25,화,NC,한화,창원NC파크,비,32.2℃,0
KBO,정규리그,2020 시즌,2020,08,25,화,두산,KIA,서울 잠실 야구장,구름많음,34.5℃,0
KBO,정규리그,2020 시즌,2020,08,24,월,LG,한화,서울 잠실 야구장,구름많음,32℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,23,일,전북 현대,상주 상무,전주월드컵경기장,구름조금,32.6℃,0
KBO,정규리그,2020 시즌,2020,08,23,일,LG,한화,서울 잠실 야구장,구름많음,29.9℃,0
KBO,정규리그,2020 시즌,2020,08,21,금,두산,롯데,서울 잠실 야구장,비,29.2℃,0
KBO,정규리그,2020 시즌,2020,08,20,목,두산,롯데,서울 잠실 야구장,구름많음,31.7℃,0
KBO,정규리그,2020 시즌,2020,08,19,수,NC,키움히어로즈,창원NC파크,맑음,35.6℃,0
KBO,정규리그,2020 시즌,2020,08,19,수,롯데,두산,부산 사직 야구장,맑음,33.2℃,0
KBO,정규리그,2020 시즌,2020,08,19,수,LG,KIA,서울 잠실 야구장,맑음,31.4℃,0
KBO,정규리그,2020 시즌,2020,08,18,화,롯데,두산,부산 사직 야구장,맑음,31.6℃,0
KBO,정규리그,2020 시즌,2020,08,18,화,NC,키움히어로즈,창원NC파크,맑음,34.4℃,2352
KBO,정규리그,2020 시즌,2020,08,18,화,LG,KIA,서울 잠실 야구장,구름조금,31.9℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,16,일,대구 FC,인천 Utd,DGB대구은행파크,구름조금,35.9℃,2999
KBO,정규리그,2020 시즌,2020,08,16,일,NC,LG,창원NC파크,구름조금,35℃,3260
KBO,정규리그,2020 시즌,2020,08,16,일,롯데,키움히어로즈,부산 사직 야구장,구름조금,31.3℃,4021
KBO,정규리그,2020 시즌,2020,08,16,일,두산,KT,서울 잠실 야구장,흐림,30.8℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,15,토,울산 현대,포항 스틸러스,울산문수축구경기장,구름조금,35.5℃,3242
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,15,토,FC 서울,상주 상무,서울월드컵경기장,비,27℃,2629
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,15,토,수원 삼성,전북 현대,수원월드컵경기장,비,29.3℃,2912
KBO,정규리그,2020 시즌,2020,08,15,토,NC,LG,창원NC파크,구름조금,35.2℃,3496
KBO,정규리그,2020 시즌,2020,08,15,토,롯데,키움히어로즈,부산 사직 야구장,구름조금,31.5℃,4270
KBO,정규리그,2020 시즌,2020,08,15,토,두산,KT,서울 잠실 야구장,비,27℃,2382
KBO,정규리그,2020 시즌,2020,08,14,금,롯데,키움히어로즈,부산 사직 야구장,구름조금,30.2℃,2912
KBO,정규리그,2020 시즌,2020,08,14,금,두산,KT,서울 잠실 야구장,비,28℃,1625
KBO,정규리그,2020 시즌,2020,08,14,금,NC,LG,창원NC파크,구름조금,33.6℃,2683
KBO,정규리그,2020 시즌,2020,08,13,목,LG,KIA,서울 잠실 야구장,흐림,30.3℃,3558
KBO,정규리그,2020 시즌,2020,08,13,목,롯데,NC,부산 사직 야구장,구름조금,31.2℃,2677
KBO,정규리그,2020 시즌,2020,08,12,수,LG,KIA,서울 잠실 야구장,흐림,31.3℃,4236
KBO,정규리그,2020 시즌,2020,08,12,수,롯데,NC,부산 사직 야구장,비,28.2℃,1969
KBO,정규리그,2020 시즌,2020,08,11,화,LG,KIA,서울 잠실 야구장,비,27.3℃,3169
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,08,토,대구 FC,전북 현대,DGB대구은행파크,비,25℃,1236
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,08,토,울산 현대,수원 삼성,울산문수축구경기장,비,26.3℃,2659
KBO,정규리그,2020 시즌,2020,08,08,토,두산,롯데,서울 잠실 야구장,비,26.1℃,2424
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,07,금,FC 서울,강원 FC,서울월드컵경기장,흐림,26.1℃,2312
KBO,정규리그,2020 시즌,2020,08,07,금,두산,롯데,서울 잠실 야구장,흐림,26.1℃,2424
KBO,정규리그,2020 시즌,2020,08,06,목,두산,삼성,서울 잠실 야구장,비,26℃,2096
KBO,정규리그,2020 시즌,2020,08,05,수,두산,삼성,서울 잠실 야구장,비,29.1℃,1827
KBO,정규리그,2020 시즌,2020,08,04,화,두산,삼성,서울 잠실 야구장,비,29.4℃,2160
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,02,일,수원 삼성,대구 FC,수원월드컵경기장,비,28.1℃,1577
KBO,정규리그,2020 시즌,2020,08,02,일,NC,두산,창원NC파크,흐림,31.9℃,2211
KBO,정규리그,2020 시즌,2020,08,02,일,롯데,KIA,부산 사직 야구장,흐림,30℃,2299
KLEAGUE,K LEAGUE 1,2020 시즌,2020,08,01,토,전북 현대,포항 스틸러스,전주월드컵경기장,비,30.8℃,2959
KBO,정규리그,2020 시즌,2020,08,01,토,롯데,KIA,부산 사직 야구장,흐림,30℃,2450
KBO,정규리그,2020 시즌,2020,08,01,토,NC,두산,창원NC파크,흐림,32℃,2211
KBO,정규리그,2020 시즌,2020,08,01,토,LG,한화,서울 잠실 야구장,비,26.9℃,2315
KBO,정규리그,2020 시즌,2020,07,31,금,LG,한화,서울 잠실 야구장,비,29.6℃,2402
KBO,정규리그,2020 시즌,2020,07,31,금,롯데,KIA,부산 사직 야구장,구름많음,30.6℃,2153
KBO,정규리그,2020 시즌,2020,07,31,금,NC,두산,창원NC파크,비,31.1℃,2135
KBO,정규리그,2020 시즌,2020,07,30,목,두산,키움히어로즈,서울 잠실 야구장,비,28.4℃,2424
KBO,정규리그,2020 시즌,2020,07,28,화,두산,키움히어로즈,서울 잠실 야구장,비,26.4℃,2424
KBO,정규리그,2020 시즌,2020,07,28,화,롯데,NC,부산 사직 야구장,비,22.8℃,981
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,26,일,전북 현대,FC 서울,전주월드컵경기장,비,28.8℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,26,일,대구 FC,부산 아이파크,DGB대구은행파크,흐림,30.2℃,0
KBO,정규리그,2020 시즌,2020,07,26,일,두산,LG,서울 잠실 야구장,구름많음,29.6℃,2424
KBO,정규리그,2020 시즌,2020,07,25,토,두산,LG,서울 잠실 야구장,흐림,29℃,0
KBO,정규리그,2020 시즌,2020,07,24,금,두산,LG,서울 잠실 야구장,비,26.8℃,0
KBO,정규리그,2020 시즌,2020,07,21,화,NC,삼성,창원NC파크,비,30.3℃,0
KBO,정규리그,2020 시즌,2020,07,21,화,두산,키움히어로즈,서울 잠실 야구장,구름많음,30.5℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,19,일,수원 삼성,성남 FC,수원월드컵경기장,비,28.1℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,19,일,울산 현대,강원 FC,울산문수축구경기장,비,26.8℃,0
KBO,정규리그,2020 시즌,2020,07,19,일,LG,한화,서울 잠실 야구장,비,26.6℃,0
KBO,정규리그,2020 시즌,2020,07,19,일,NC,KT,창원NC파크,흐림,27℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,18,토,FC 서울,포항 스틸러스,서울월드컵경기장,구름조금,31℃,0
KBO,정규리그,2020 시즌,2020,07,18,토,LG,한화,서울 잠실 야구장,구름조금,31℃,0
KBO,정규리그,2020 시즌,2020,07,18,토,NC,KT,창원NC파크,구름많음,26.2℃,0
KBO,정규리그,2020 시즌,2020,07,17,금,NC,KT,창원NC파크,구름조금,29.1℃,0
KBO,정규리그,2020 시즌,2020,07,17,금,LG,한화,서울 잠실 야구장,구름조금,31.6℃,0
KBO,정규리그,2020 시즌,2020,07,16,목,두산,SK,서울 잠실 야구장,구름조금,29.7℃,0
KBO,정규리그,2020 시즌,2020,07,16,목,롯데,LG,부산 사직 야구장,구름조금,24.2℃,0
KBO,정규리그,2020 시즌,2020,07,15,수,롯데,LG,부산 사직 야구장,흐림,21℃,0
KBO,정규리그,2020 시즌,2020,07,15,수,두산,SK,서울 잠실 야구장,구름조금,28.7℃,0
KBO,정규리그,2020 시즌,2020,07,14,화,롯데,LG,부산 사직 야구장,비,20.7℃,0
KBO,정규리그,2020 시즌,2020,07,14,화,두산,SK,서울 잠실 야구장,비,24.3℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,12,일,대구 FC,울산 현대,DGB대구은행파크,비,21.9℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,11,토,전북 현대,성남 FC,전주월드컵경기장,흐림,29.4℃,0
KBO,정규리그,2020 시즌,2020,07,11,토,롯데,두산,부산 사직 야구장,흐림,24.3℃,0
KBO,정규리그,2020 시즌,2020,07,11,토,LG,NC,서울 잠실 야구장,구름많음,30.2℃,0
KBO,정규리그,2020 시즌,2020,07,10,금,롯데,두산,부산 사직 야구장,비,25.9℃,0
KBO,정규리그,2020 시즌,2020,07,10,금,LG,NC,서울 잠실 야구장,비,27.7℃,0
KBO,정규리그,2020 시즌,2020,07,09,목,두산,LG,서울 잠실 야구장,구름조금,32.9℃,0
KBO,정규리그,2020 시즌,2020,07,08,수,두산,LG,서울 잠실 야구장,구름조금,30.4℃,0
KBO,정규리그,2020 시즌,2020,07,07,화,두산,LG,서울 잠실 야구장,구름많음,28.1℃,0
KBO,정규리그,2020 시즌,2020,07,05,일,NC,KIA,창원NC파크,구름많음,27.7℃,0
KBO,정규리그,2020 시즌,2020,07,05,일,롯데,SK,부산 사직 야구장,흐림,25.9℃,0
KBO,정규리그,2020 시즌,2020,07,05,일,두산,한화,서울 잠실 야구장,구름조금,27.6℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,04,토,울산 현대,인천 Utd,울산문수축구경기장,흐림,22.1℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,07,04,토,수원 삼성,FC 서울,수원월드컵경기장,비,28.2℃,0
KBO,정규리그,2020 시즌,2020,07,04,토,NC,KIA,창원NC파크,구름많음,25.2℃,0
KBO,정규리그,2020 시즌,2020,07,04,토,두산,한화,서울 잠실 야구장,비,29.5℃,0
KBO,정규리그,2020 시즌,2020,07,04,토,롯데,SK,부산 사직 야구장,흐림,25.4℃,0
KBO,정규리그,2020 시즌,2020,07,03,금,NC,KIA,창원NC파크,비,21.9℃,0
KBO,정규리그,2020 시즌,2020,07,03,금,롯데,SK,부산 사직 야구장,비,22.1℃,0
KBO,정규리그,2020 시즌,2020,07,03,금,두산,한화,서울 잠실 야구장,비,30.6℃,0
KBO,정규리그,2020 시즌,2020,07,02,목,NC,롯데,창원NC파크,흐림,27.3℃,0
KBO,정규리그,2020 시즌,2020,07,02,목,LG,KT,서울 잠실 야구장,구름많음,29.8℃,0
KBO,정규리그,2020 시즌,2020,07,01,수,NC,롯데,창원NC파크,구름많음,27.4℃,0
KBO,정규리그,2020 시즌,2020,07,01,수,LG,KT,서울 잠실 야구장,흐림,24.3℃,0
KBO,정규리그,2020 시즌,2020,06,30,화,LG,KT,서울 잠실 야구장,비,23.1℃,0
KBO,정규리그,2020 시즌,2020,06,30,화,NC,롯데,창원NC파크,비,26.5℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,28,일,울산 현대,전북 현대,울산문수축구경기장,구름조금,29.7℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,28,일,수원 삼성,상주 상무,수원월드컵경기장,구름조금,28.7℃,0
KBO,정규리그,2020 시즌,2020,06,28,일,롯데,삼성,부산 사직 야구장,구름조금,30.7℃,0
KBO,정규리그,2020 시즌,2020,06,28,일,두산,NC,서울 잠실 야구장,맑음,30.1℃,0
KLEAGUE,K LEAGUE 1,2020 시즌,2020,06,27,토,대구 FC,강원 FC,DGB대구은행파크,구름많음,31.3℃,0
